"Label"	"Spp"	"Chr"	"Start"	"End"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr10"	"123130000"	"123130000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr10"	"123140000"	"123140000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr11"	" 13925000"	" 13950000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr11"	" 68065000"	" 69650000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr2"	" 79605000"	" 79875000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr2"	" 80375000"	" 83090000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr3"	" 46660000"	" 47265000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr3"	" 47305000"	" 47310000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr3"	" 47465000"	" 47475000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr3"	" 47490000"	" 47500000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr3"	" 47510000"	" 47510000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr3"	" 47550000"	" 47550000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr3"	" 47780000"	" 47855000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr3"	" 47940000"	" 47945000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr3"	" 47970000"	" 48000000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr3"	" 51775000"	" 52990000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr3"	" 54110000"	" 54210000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr3"	" 55465000"	" 56835000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr4"	" 23455000"	" 26110000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr4"	" 44410000"	" 44415000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr4"	" 44440000"	" 44555000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr4"	" 44650000"	" 44665000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr4"	" 44675000"	" 45260000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr5"	" 81335000"	" 84440000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr5"	" 84455000"	" 84485000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr5"	" 98690000"	" 98695000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr5"	" 98740000"	" 98740000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr5"	" 98780000"	" 98860000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr6"	" 53515000"	" 53555000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr6"	" 56805000"	" 56815000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr6"	" 56865000"	" 56865000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr6"	" 56875000"	" 58995000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr6"	" 59015000"	" 59075000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr6"	" 62440000"	" 62440000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr6"	" 62460000"	" 63695000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr6"	" 63705000"	" 63730000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr6"	" 86935000"	" 87050000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr6"	" 87060000"	" 87065000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr6"	" 87075000"	" 87170000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr6"	" 87440000"	" 87565000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr6"	" 87895000"	" 87920000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr6"	" 88180000"	" 88320000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr7"	" 40520000"	" 41860000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr7"	" 41875000"	" 41880000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr7"	" 41905000"	" 41905000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr7"	" 70115000"	" 70190000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr7"	" 70200000"	" 70200000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr7"	" 70210000"	" 70830000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr7"	" 70860000"	" 70880000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr7"	" 70975000"	" 71005000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr7"	" 71015000"	" 71015000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr7"	" 71035000"	" 71060000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr7"	" 71100000"	" 71115000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr7"	" 71125000"	" 71140000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr7"	" 71470000"	" 71520000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr7"	" 71585000"	" 71745000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr7"	" 71770000"	" 71810000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr7"	" 88025000"	" 88030000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr7"	" 93125000"	" 93125000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr7"	" 93135000"	" 93135000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr7"	" 93220000"	" 93250000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr7"	" 93260000"	" 93260000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr7"	" 93655000"	" 93660000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr7"	" 93675000"	" 93820000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr8"	"  1250000"	"  1575000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr8"	"  1585000"	"  1585000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr8"	" 16310000"	" 18840000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr8"	" 50635000"	" 50710000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr8"	" 50720000"	" 50725000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr8"	" 50930000"	" 50970000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr8"	" 56240000"	" 56250000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr8"	" 56265000"	" 56345000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr9"	" 46210000"	" 48880000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr9"	" 48915000"	" 48955000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr9"	" 49050000"	" 49070000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr9"	" 49100000"	" 49100000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr9"	" 49140000"	" 49140000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr9"	" 49160000"	" 49190000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr9"	" 49205000"	" 49360000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr9"	" 58290000"	" 58320000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr9"	" 58395000"	" 58785000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr9"	" 65050000"	" 65050000"
"MinRepeatAbund"	"Rhunob_H0-AT"	"Chr9"	" 65065000"	" 65070000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	" 10925000"	" 10925000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	" 10940000"	" 11015000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	" 45595000"	" 45670000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	" 45790000"	" 45790000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	" 45800000"	" 45800000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	" 58755000"	" 58825000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	" 71630000"	" 71630000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	" 71665000"	" 72375000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	" 75155000"	" 75215000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	" 75380000"	" 75420000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	" 75490000"	" 76080000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	" 76105000"	" 76105000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	" 77440000"	" 77460000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	" 77475000"	" 77480000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	" 77495000"	" 77495000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	" 87675000"	" 87705000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	" 87755000"	" 87760000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	"124040000"	"124050000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	"130585000"	"130605000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	"152270000"	"152270000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	"152755000"	"152755000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr1"	"152765000"	"152770000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr10"	" 71120000"	" 71120000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr10"	" 71130000"	" 71135000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr10"	" 71150000"	" 71175000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr10"	" 71205000"	" 71230000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr10"	" 71260000"	" 71260000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr10"	" 71270000"	" 71290000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr10"	" 71305000"	" 71305000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr10"	" 74295000"	" 74815000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr10"	" 75545000"	" 76125000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr10"	" 86400000"	" 86405000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr11"	" 40545000"	" 40570000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr11"	" 70905000"	" 70945000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr11"	" 70975000"	" 70980000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr11"	" 76010000"	" 76645000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr11"	" 78515000"	" 78525000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr11"	" 78545000"	" 79105000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr11"	" 79125000"	" 79125000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr2"	" 26065000"	" 26410000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr2"	" 72120000"	" 72635000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr2"	" 75670000"	" 75930000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr2"	" 75940000"	" 75940000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr2"	"115255000"	"115265000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr2"	"115280000"	"115280000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr3"	" 58175000"	" 58710000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr3"	" 60520000"	" 60980000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr3"	" 61025000"	" 61025000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr3"	" 62005000"	" 62010000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr3"	" 62020000"	" 62440000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr3"	" 62455000"	" 62455000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr3"	" 63545000"	" 63545000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr3"	" 63570000"	" 63575000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr3"	"132570000"	"132600000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr3"	"132610000"	"132620000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr3"	"132630000"	"132650000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr3"	"132660000"	"132665000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr3"	"132680000"	"132680000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr3"	"132690000"	"132700000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr4"	" 54600000"	" 54775000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr4"	" 54790000"	" 54790000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr4"	" 54800000"	" 54820000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr4"	" 54865000"	" 54875000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr4"	" 56350000"	" 56355000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr4"	" 56370000"	" 56730000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr5"	" 59355000"	" 59355000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr5"	" 59370000"	" 59370000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr5"	" 59385000"	" 59440000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr5"	" 59510000"	" 59625000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr5"	" 69195000"	" 69735000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr5"	" 70230000"	" 70290000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr5"	" 70315000"	" 70315000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr5"	" 70345000"	" 70345000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr5"	" 72310000"	" 72625000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr5"	"129800000"	"129805000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr5"	"129815000"	"129815000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr6"	" 14365000"	" 14420000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr6"	" 64670000"	" 64685000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr6"	" 64695000"	" 64720000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr6"	" 64730000"	" 65270000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr6"	" 67765000"	" 68285000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr6"	"134740000"	"134745000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr7"	" 65105000"	" 65125000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr7"	" 73145000"	" 73145000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr7"	" 73155000"	" 73990000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr7"	" 74000000"	" 74010000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr7"	" 75540000"	" 75960000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr7"	"115525000"	"115525000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr8"	" 29075000"	" 29115000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr8"	" 29160000"	" 29180000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr8"	" 52390000"	" 52405000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr8"	" 52420000"	" 52420000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr8"	" 52460000"	" 52480000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr8"	" 52490000"	" 52535000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr8"	" 52600000"	" 52615000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr8"	" 54335000"	" 54955000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr9"	" 51355000"	" 51925000"
"MaxRepeatAbund"	"Rhunob_H0-AT"	"Chr9"	" 54205000"	" 54505000"
"Shannon"	"Rhunob_H0-AT"	"Chr1"	"  1250000"	"  1255000"
"Shannon"	"Rhunob_H0-AT"	"Chr1"	" 74200000"	" 79055000"
"Shannon"	"Rhunob_H0-AT"	"Chr1"	" 88010000"	" 90505000"
"Shannon"	"Rhunob_H0-AT"	"Chr1"	" 91140000"	" 93135000"
"Shannon"	"Rhunob_H0-AT"	"Chr1"	" 93220000"	" 93220000"
"Shannon"	"Rhunob_H0-AT"	"Chr1"	"106860000"	"106880000"
"Shannon"	"Rhunob_H0-AT"	"Chr1"	"161190000"	"161435000"
"Shannon"	"Rhunob_H0-AT"	"Chr10"	"  1250000"	"  1295000"
"Shannon"	"Rhunob_H0-AT"	"Chr10"	" 26275000"	" 26275000"
"Shannon"	"Rhunob_H0-AT"	"Chr10"	" 26315000"	" 26315000"
"Shannon"	"Rhunob_H0-AT"	"Chr10"	" 26330000"	" 26420000"
"Shannon"	"Rhunob_H0-AT"	"Chr10"	" 26470000"	" 26470000"
"Shannon"	"Rhunob_H0-AT"	"Chr10"	" 26485000"	" 26495000"
"Shannon"	"Rhunob_H0-AT"	"Chr10"	" 28110000"	" 28110000"
"Shannon"	"Rhunob_H0-AT"	"Chr10"	" 28190000"	" 28220000"
"Shannon"	"Rhunob_H0-AT"	"Chr10"	" 28235000"	" 28235000"
"Shannon"	"Rhunob_H0-AT"	"Chr10"	" 73770000"	" 77235000"
"Shannon"	"Rhunob_H0-AT"	"Chr11"	"  1250000"	"  1275000"
"Shannon"	"Rhunob_H0-AT"	"Chr11"	" 42050000"	" 42625000"
"Shannon"	"Rhunob_H0-AT"	"Chr11"	" 42670000"	" 42710000"
"Shannon"	"Rhunob_H0-AT"	"Chr11"	" 42725000"	" 42725000"
"Shannon"	"Rhunob_H0-AT"	"Chr11"	" 42750000"	" 42780000"
"Shannon"	"Rhunob_H0-AT"	"Chr11"	" 42795000"	" 42795000"
"Shannon"	"Rhunob_H0-AT"	"Chr11"	" 42805000"	" 42805000"
"Shannon"	"Rhunob_H0-AT"	"Chr11"	" 68060000"	" 70545000"
"Shannon"	"Rhunob_H0-AT"	"Chr11"	" 76220000"	" 78715000"
"Shannon"	"Rhunob_H0-AT"	"Chr2"	" 79390000"	" 83070000"
"Shannon"	"Rhunob_H0-AT"	"Chr3"	" 51850000"	" 58025000"
"Shannon"	"Rhunob_H0-AT"	"Chr4"	" 23420000"	" 26140000"
"Shannon"	"Rhunob_H0-AT"	"Chr5"	" 10530000"	" 13060000"
"Shannon"	"Rhunob_H0-AT"	"Chr5"	" 72245000"	" 74090000"
"Shannon"	"Rhunob_H0-AT"	"Chr5"	" 81035000"	" 82530000"
"Shannon"	"Rhunob_H0-AT"	"Chr5"	" 82550000"	" 82595000"
"Shannon"	"Rhunob_H0-AT"	"Chr5"	" 82620000"	" 82620000"
"Shannon"	"Rhunob_H0-AT"	"Chr5"	" 82710000"	" 82895000"
"Shannon"	"Rhunob_H0-AT"	"Chr6"	" 62225000"	" 64935000"
"Shannon"	"Rhunob_H0-AT"	"Chr6"	" 64950000"	" 64970000"
"Shannon"	"Rhunob_H0-AT"	"Chr7"	" 14780000"	" 17250000"
"Shannon"	"Rhunob_H0-AT"	"Chr7"	" 40520000"	" 42985000"
"Shannon"	"Rhunob_H0-AT"	"Chr7"	" 69500000"	" 69500000"
"Shannon"	"Rhunob_H0-AT"	"Chr7"	" 69515000"	" 69535000"
"Shannon"	"Rhunob_H0-AT"	"Chr7"	" 69555000"	" 69560000"
"Shannon"	"Rhunob_H0-AT"	"Chr7"	" 69615000"	" 71950000"
"Shannon"	"Rhunob_H0-AT"	"Chr7"	" 86920000"	" 87025000"
"Shannon"	"Rhunob_H0-AT"	"Chr7"	" 87130000"	" 88435000"
"Shannon"	"Rhunob_H0-AT"	"Chr7"	" 88450000"	" 88525000"
"Shannon"	"Rhunob_H0-AT"	"Chr7"	" 88535000"	" 88535000"
"Shannon"	"Rhunob_H0-AT"	"Chr7"	" 93015000"	" 93020000"
"Shannon"	"Rhunob_H0-AT"	"Chr7"	" 93035000"	" 94735000"
"Shannon"	"Rhunob_H0-AT"	"Chr7"	" 94745000"	" 94820000"
"Shannon"	"Rhunob_H0-AT"	"Chr7"	" 94835000"	" 94855000"
"Shannon"	"Rhunob_H0-AT"	"Chr7"	" 94870000"	" 94875000"
"Shannon"	"Rhunob_H0-AT"	"Chr7"	" 94885000"	" 94945000"
"Shannon"	"Rhunob_H0-AT"	"Chr7"	" 94960000"	" 94965000"
"Shannon"	"Rhunob_H0-AT"	"Chr7"	" 94990000"	" 95005000"
"Shannon"	"Rhunob_H0-AT"	"Chr7"	" 95080000"	" 95180000"
"Shannon"	"Rhunob_H0-AT"	"Chr8"	" 16150000"	" 18865000"
"Shannon"	"Rhunob_H0-AT"	"Chr9"	"  1265000"	"  1265000"
"Shannon"	"Rhunob_H0-AT"	"Chr9"	"  1575000"	"  1600000"
"Shannon"	"Rhunob_H0-AT"	"Chr9"	" 46190000"	" 48895000"
"Shannon"	"Rhunob_H0-AT"	"Chr9"	" 48940000"	" 48940000"
"Shannon"	"Rhunob_H0-AT"	"Chr9"	" 49310000"	" 49310000"
"Shannon"	"Rhunob_H0-AT"	"Chr9"	" 85355000"	" 87790000"
"Label"	"Spp"	"Chr"	"Start"	"End"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	" 39905000"	" 39940000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	" 40095000"	" 40115000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	" 40140000"	" 40780000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	" 40795000"	" 40815000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	" 40830000"	" 40845000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	" 40855000"	" 40925000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	" 51990000"	" 51995000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	" 52005000"	" 52015000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	" 52025000"	" 52055000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	" 52315000"	" 52415000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"157945000"	"158285000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"158415000"	"158420000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"158445000"	"158460000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"241870000"	"241900000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"241910000"	"241950000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"241960000"	"241960000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"243640000"	"243650000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"243660000"	"243660000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"259680000"	"260210000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"260325000"	"260325000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"260335000"	"260400000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"260460000"	"260470000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"271010000"	"271075000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"271085000"	"273270000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr1"	"293400000"	"293510000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr10"	"  1250000"	"  2050000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr10"	"  2070000"	"  2110000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr10"	"236685000"	"236745000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr11"	"181420000"	"181420000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr11"	"181500000"	"181785000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr11"	"181885000"	"181890000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr11"	"181915000"	"181990000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr11"	"182030000"	"182095000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr11"	"182120000"	"182135000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr11"	"182170000"	"182185000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr11"	"182200000"	"182200000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr11"	"182265000"	"182275000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr11"	"182440000"	"183285000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr11"	"183325000"	"183325000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	" 38660000"	" 38675000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	" 38695000"	" 38745000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	" 38775000"	" 38920000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	" 38970000"	" 38975000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	"114530000"	"114620000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	"147085000"	"147090000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	"147100000"	"147105000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	"147170000"	"147195000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	"158395000"	"158395000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	"158495000"	"158545000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	"203060000"	"204280000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	"204335000"	"204335000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	"204785000"	"204825000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	"204935000"	"204955000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr2"	"204985000"	"205390000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	" 21375000"	" 21925000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	" 21945000"	" 21945000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	" 21990000"	" 22470000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	" 22495000"	" 22630000"
"MinRepeatAbund"	"Rhutan_H0-AT"	"Chr3"	" 26215000"	" 26215000"
